iterations (N), time (ms), iterations/ms (ops/ms), hash
178, 3.21875, 55.300970873786405, c4adb202462cd5c803076914977c131dcdbc6aad
200, 3.5714285714285716, 56, 415e67d2058dc2effc36eef1827d0a941e407e20
224, 4.04, 55.445544554455445, 2530249103053a371a6c70c3eceb0b1d044b6927
251, 4.478260869565218, 56.04854368932039, 1e5f40d90e33412a2a36d690694171fbd1c0c0fb
282, 5.05, 55.84158415841584, 8bc5ab1a028af1279d73d7321670ebaaeb1cb906
316, 5.611111111111111, 56.31683168316832, e84bf6345cba2b796593a690ac35be42a6d6126b
355, 6.3125, 56.23762376237624, a0737051197d8130a9f63504acf3292a702252ad
398, 7.066666666666666, 56.320754716981135, 25eb004a347d3b84dd7a684302afa88dd2ebda6e
447, 8.076923076923077, 55.34285714285714, 6244950d4e04610de84a32bdf9d142892f089a4a
501, 8.916666666666666, 56.18691588785047, aa18ec6a7d149204d53ce723f60c1819b3a75c83
562, 10, 56.2, 679e606d1d9655781c491ebf1dd50b93af9b704b
631, 11.11111111111111, 56.79, f4012f0c9cda1ed52dff13fb21267ef55d6e4370
708, 12.5, 56.64, dc0177eee87e272a26823c8b5920859f03b1fb7d
794, 14, 56.714285714285715, 15affa46d1b0acfb4825a7d402a65de34e074079
891, 15.714285714285714, 56.7, 9ff969ab140fb3b881c5574bbeb0dda5f0bf78a5
1000, 17.5, 57.142857142857146, 3ce1d66380579b49cd94bfcd66d132269c972375
1122, 20, 56.1, b23430a6109f713b12aefd8da86ebbdbaae3eba6
1259, 22.2, 56.711711711711715, 436b33952a2254eb7009b897fc7ef0a797899edd
1413, 25, 56.52, 4a7e378079d16a70cf31e83d5effcf1caef74b8f
1585, 29.25, 54.18803418803419, ffc067c405aae93f634628deaf8b91866df177e2
1778, 31.25, 56.896, 9469151421801f5e77d8816a3d30af0f910862d1
1995, 35.333333333333336, 56.4622641509434, 13c0a88aa1027ea87cc29c3a6d16875cd5802bd5
2239, 39.333333333333336, 56.92372881355932, 90b1de6d700c70a6dcc87482adb3d0925b70fcb6
2512, 44.333333333333336, 56.661654135338345, acf857f64c2415f0809e8fba6f95dd1342c46346
2818, 50, 56.36, 4b97f1ef59785aa803954daf23bf222387766a7d
3162, 55.5, 56.972972972972975, 3a78d2e88993b94abe3f9a2a294e4d6e322d7b37
3548, 62.5, 56.768, 27b45cdef3ee17856fe868084107fdd13f658d53
3981, 70.5, 56.46808510638298, 67d71bc79f5f7489ed7ca070967ebdac0b983b98
4467, 78.5, 56.904458598726116, 5fe212ea22fca330b727386fac79c77229898a35
5012, 88.5, 56.632768361581924, 3e6fdf02be2447344a187d520cb02904bd686702
5623, 99, 56.7979797979798, fa175a2b05b754c4ca21d48e1b1a31395e052cc8
6310, 111, 56.846846846846844, 39c55dd49b3413a2edb3c6f2e53cfd82e0bad788
7079, 125, 56.632, a34f8372511cebfe21c2b42512dce2e8e7a4b4e3
7943, 139, 57.143884892086334, 16cae11406c41b0856b795a161d8155138924403
8913, 157, 56.77070063694268, d37bbb2b3b0b2c92e2febe8b552989ea1db14164
10000, 176, 56.81818181818182, 8f9695dd323ed182159970aa1174981ce68c24d8
