iterations (N), time (ms), iterations/ms (ops/ms), hash
3162, 15.142857142857142, 208.81132075471697, 6d07d7842a219cbd830e707cb2b73d949ba2fe922b99ac77704954fc56d27a9d
3548, 17, 208.7058823529412, 517879af5f390d326532a33cbfa3f07b2b58ed4682b8e405b6d0558838876dc2
3981, 19, 209.52631578947367, 27a613c5bb2ecb11f38bb489685639a65b37b30913bbb2db135e7c9b6236b1b8
4467, 21.4, 208.73831775700936, 63d8d7e1407bfb091bd5c91cdc36e7b6f698797a484a2d1463cbb7ff297bf6c1
5012, 24, 208.83333333333334, 8874b426306cc52b0d4af8e49430c112563b3bd11403e48031e4de0768d06c4b
5623, 26.75, 210.20560747663552, db7fdc2013cf7aca4b3cd18f63456bb2a6279e7707ed2be6b0e9a8ad338a5004
6310, 30.25, 208.59504132231405, e1571b765ace9d598705ba74d0526a5e60774924796ea5261753465c5d383e87
7079, 34, 208.2058823529412, 9a3a6f1f2aa59dceaf0c2eaecf73df7ac2539e59589a428fbeb3fd7da25dd786
7943, 38, 209.02631578947367, 81c2f13c0ea2ad0a6bb903327ba0510cb38d4cb100a9a9d2f183a2e21e7466d2
8913, 42.666666666666664, 208.8984375, 74d46a71ea906ba6517bfae349b4f2dc0d87aa9990d755e7e1bab096790b1d20
10000, 47.666666666666664, 209.7902097902098, 385d31b61ea1bd8e5613c3e4c5628071e5f46e1006fcc236f1ad23b067c5fa45
