iterations (N), time (ms), iterations/ms (ops/ms), hash
56, 4.636363636363637, 12.07843137254902, b35c1f41a506a599a8eab553cb03b79f982e2b3b047d24f42ca3aabb720111d8
63, 5.15, 12.233009708737864, bdc129fdf4147c8397f175dc02a5fb1521d14a1f047d24f42ca3aabb720111d8
71, 5.833333333333333, 12.17142857142857, 10e53bdea86e59867fffe5a00ae6ceee197be8fa047d24f42ca3aabb720111d8
79, 6.5, 12.153846153846153, 9c2685957e3179f88a840e07581c21549e319be6047d24f42ca3aabb720111d8
89, 7.285714285714286, 12.215686274509803, f661646c76c3759884f4bab541e4076e03e0e9a7047d24f42ca3aabb720111d8
100, 8.23076923076923, 12.149532710280374, fb7d9f552c4bf64d2a997213341e9bd60871c98f047d24f42ca3aabb720111d8
112, 9.272727272727273, 12.07843137254902, 99a4f3c87ed92169547034c4fb8b3c708c482e43047d24f42ca3aabb720111d8
126, 10.3, 12.233009708737864, f33db56edac82bea2084edaf5805632ea027ddde047d24f42ca3aabb720111d8
141, 11.666666666666666, 12.085714285714285, 18ccb5a158c706528dbbda59335fcc5e4ed1ccad047d24f42ca3aabb720111d8
158, 12.875, 12.271844660194175, bf0eee489f4824258ea39a53530afb390f59ca84047d24f42ca3aabb720111d8
178, 14.571428571428571, 12.215686274509803, c4fc4659c2000bf0080fd4eb977c131dcdbc6aad047d24f42ca3aabb720111d8
200, 16.428571428571427, 12.173913043478262, 387bf2d16c9d56c47fdabfe3827d0a941e407e20047d24f42ca3aabb720111d8
224, 18.333333333333332, 12.218181818181819, 18ec33cd25744f826d9b5ad9eceb0b1d044b6927047d24f42ca3aabb720111d8
251, 20.6, 12.184466019417476, 43181386eca748b47deba64f694171fbd1c0c0fb047d24f42ca3aabb720111d8
282, 23.2, 12.155172413793103, 55eec3934fb5e2d58dc328971670ebaaeb1cb906047d24f42ca3aabb720111d8
316, 26, 12.153846153846153, 1f367c8e721ef669b395bef3ac35be42a6d6126b047d24f42ca3aabb720111d8
355, 31.75, 11.181102362204724, 01dab40721f822a035fd2b93acf3292a702252ad047d24f42ca3aabb720111d8
398, 32.75, 12.15267175572519, 60c3cb319a7a3b9e9e5e354d02afa88dd2ebda6e047d24f42ca3aabb720111d8
447, 36.666666666666664, 12.190909090909091, 3d2eafc6050b0e6ec9e42a7af9d142892f089a4a047d24f42ca3aabb720111d8
501, 41, 12.21951219512195, d1bf89b0b107bf996ef380aaf60c1819b3a75c83047d24f42ca3aabb720111d8
562, 46.666666666666664, 12.042857142857143, 0691d7e1f68c75e2b5ce340d1dd50b93af9b704b047d24f42ca3aabb720111d8
631, 52, 12.134615384615385, 95bd321bf9a86f11155c94ef21267ef55d6e4370047d24f42ca3aabb720111d8
708, 58, 12.206896551724139, 66872e5006591725e0ae40d85920859f03b1fb7d047d24f42ca3aabb720111d8
794, 65.5, 12.122137404580153, 8eb376860da330f175be860402a65de34e074079047d24f42ca3aabb720111d8
891, 73, 12.205479452054794, c13a98b356c351eb4b42335ebeb0dda5f0bf78a5047d24f42ca3aabb720111d8
1000, 82.5, 12.121212121212121, 2ca493cfa34f6970db29e82e66d132269c972375047d24f42ca3aabb720111d8
1122, 92.5, 12.12972972972973, dbe04a77e1aedc6a05f9eeefa86ebbdbaae3eba6047d24f42ca3aabb720111d8
1259, 103, 12.223300970873787, f437ef64cbeb8cdafc93a9dcfc7ef0a797899edd047d24f42ca3aabb720111d8
1413, 116, 12.181034482758621, 59ac1d0482c6eb852437b8875effcf1caef74b8f047d24f42ca3aabb720111d8
1585, 130, 12.192307692307692, 5bddcf680fb76010dd00c4acaf8b91866df177e2047d24f42ca3aabb720111d8
1778, 146, 12.178082191780822, 9a27de0cb86cbcf7b716bcea3d30af0f910862d1047d24f42ca3aabb720111d8
1995, 163, 12.239263803680982, 390c9c00f36439f388bbdf6b6d16875cd5802bd5047d24f42ca3aabb720111d8
2239, 183, 12.234972677595628, 3e08e47a9f3575503cb40ecfadb3d0925b70fcb6047d24f42ca3aabb720111d8
2512, 211, 11.90521327014218, aa6d1056bc6b57f62e8b6fad6f95dd1342c46346047d24f42ca3aabb720111d8
2818, 231, 12.1991341991342, 8958930adaa9b096471d10d923bf222387766a7d047d24f42ca3aabb720111d8
3162, 260, 12.161538461538461, 50f04146bdf6cf782a8f14b6294e4d6e322d7b37047d24f42ca3aabb720111d8
3548, 292, 12.150684931506849, 90044dd75bbea3f6b310a49d4107fdd13f658d53047d24f42ca3aabb720111d8
3981, 326, 12.21165644171779, 8d8a58e0b2c50e96b61ca591967ebdac0b983b98047d24f42ca3aabb720111d8
4467, 366, 12.204918032786885, c130f197d3e0be33bc7caa78ac79c77229898a35047d24f42ca3aabb720111d8
5012, 422, 11.876777251184834, bfa64fe1147511d59381ff580cb02904bd686702047d24f42ca3aabb720111d8
5623, 461, 12.197396963123644, 28ff44848fdc88596b9f71d91b1a31395e052cc8047d24f42ca3aabb720111d8
6310, 518, 12.181467181467182, 2242cec00fbc9d0406926805e53cfd82e0bad788047d24f42ca3aabb720111d8
7079, 582, 12.163230240549828, a82e436aa26fbe229b04e9be12dce2e8e7a4b4e3047d24f42ca3aabb720111d8
7943, 651, 12.201228878648234, 13028320c07e5cfa56d13a8a61d8155138924403047d24f42ca3aabb720111d8
8913, 732, 12.176229508196721, 5d2843b6d0aba9be04c63d7b552989ea1db14164047d24f42ca3aabb720111d8
10000, 820, 12.195121951219512, eaa03df8a0002f3a696c01c21174981ce68c24d8047d24f42ca3aabb720111d8
