iterations (N), time (ms), iterations/ms (ops/ms), hash
89, 3.6785714285714284, 24.194174757281555, 8c6817376d03945defff44c541e4076e03e0e9a7
100, 4.12, 24.271844660194176, ce34f4992b0bfcdf6f3a9297341e9bd60871c98f
112, 4.590909090909091, 24.396039603960396, 2b55e278e74b3bf252f92b85fb8b3c708c482e43
126, 5.2, 24.23076923076923, 003e97b93a12d56b21486ccd5805632ea027ddde
141, 5.777777777777778, 24.403846153846153, 7de6f9f69bdf448edcd4d406335fcc5e4ed1ccad
158, 6.5625, 24.076190476190476, dcc0419ed1ee9610539f4313530afb390f59ca84
178, 7.357142857142857, 24.194174757281555, c4adb202462cd5c803076914977c131dcdbc6aad
200, 8.23076923076923, 24.299065420560748, 415e67d2058dc2effc36eef1827d0a941e407e20
224, 9.181818181818182, 24.396039603960396, 2530249103053a371a6c70c3eceb0b1d044b6927
251, 10.4, 24.134615384615383, 1e5f40d90e33412a2a36d690694171fbd1c0c0fb
282, 11.555555555555555, 24.403846153846153, 8bc5ab1a028af1279d73d7321670ebaaeb1cb906
316, 13, 24.307692307692307, e84bf6345cba2b796593a690ac35be42a6d6126b
355, 14.571428571428571, 24.362745098039216, a0737051197d8130a9f63504acf3292a702252ad
398, 18.166666666666668, 21.908256880733944, 25eb004a347d3b84dd7a684302afa88dd2ebda6e
447, 18.5, 24.16216216216216, 6244950d4e04610de84a32bdf9d142892f089a4a
501, 20.6, 24.320388349514563, aa18ec6a7d149204d53ce723f60c1819b3a75c83
562, 23.2, 24.224137931034484, 679e606d1d9655781c491ebf1dd50b93af9b704b
631, 26, 24.26923076923077, f4012f0c9cda1ed52dff13fb21267ef55d6e4370
708, 29, 24.413793103448278, dc0177eee87e272a26823c8b5920859f03b1fb7d
794, 32.75, 24.244274809160306, 15affa46d1b0acfb4825a7d402a65de34e074079
891, 36.333333333333336, 24.522935779816514, 9ff969ab140fb3b881c5574bbeb0dda5f0bf78a5
1000, 41, 24.390243902439025, 3ce1d66380579b49cd94bfcd66d132269c972375
1122, 46, 24.391304347826086, b23430a6109f713b12aefd8da86ebbdbaae3eba6
1259, 51.5, 24.446601941747574, 436b33952a2254eb7009b897fc7ef0a797899edd
1413, 59, 23.949152542372882, 4a7e378079d16a70cf31e83d5effcf1caef74b8f
1585, 65, 24.384615384615383, ffc067c405aae93f634628deaf8b91866df177e2
1778, 73, 24.356164383561644, 9469151421801f5e77d8816a3d30af0f910862d1
1995, 82, 24.329268292682926, 13c0a88aa1027ea87cc29c3a6d16875cd5802bd5
2239, 91.5, 24.469945355191257, 90b1de6d700c70a6dcc87482adb3d0925b70fcb6
2512, 104, 24.153846153846153, acf857f64c2415f0809e8fba6f95dd1342c46346
2818, 116, 24.29310344827586, 4b97f1ef59785aa803954daf23bf222387766a7d
3162, 129, 24.511627906976745, 3a78d2e88993b94abe3f9a2a294e4d6e322d7b37
3548, 146, 24.301369863013697, 27b45cdef3ee17856fe868084107fdd13f658d53
3981, 163, 24.42331288343558, 67d71bc79f5f7489ed7ca070967ebdac0b983b98
4467, 183, 24.40983606557377, 5fe212ea22fca330b727386fac79c77229898a35
5012, 206, 24.33009708737864, 3e6fdf02be2447344a187d520cb02904bd686702
5623, 231, 24.341991341991342, fa175a2b05b754c4ca21d48e1b1a31395e052cc8
6310, 263, 23.992395437262356, 39c55dd49b3413a2edb3c6f2e53cfd82e0bad788
7079, 290, 24.410344827586208, a34f8372511cebfe21c2b42512dce2e8e7a4b4e3
7943, 336, 23.639880952380953, 16cae11406c41b0856b795a161d8155138924403
8913, 366, 24.352459016393443, d37bbb2b3b0b2c92e2febe8b552989ea1db14164
10000, 410, 24.390243902439025, 8f9695dd323ed182159970aa1174981ce68c24d8
